,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
9642,2014-06-16,468500,3,2,1350,1186,2,No,No View,Average,8,2007,98117,47.6786,-122.375
9643,2015-05-04,468000,4,2,2480,176418,2,No,Good,Very Good,8,1927,98022,47.1941,-122.038
9644,2015-03-19,468000,4,2,3040,20682,2,No,No View,Average,7,2000,98019,47.7245,-121.959
9645,2014-07-08,468000,3,2,1830,9848,1,No,No View,Very Good,7,1962,98056,47.539,-122.18
9646,2014-07-25,468000,4,2,2250,8580,1,No,No View,Good,7,1958,98011,47.7633,-122.199
9647,2014-07-09,468000,4,2,2100,8400,1,No,No View,Good,7,1976,98072,47.735,-122.17
9648,2015-02-11,468000,4,2,2150,8165,1,No,No View,Average,8,1957,98177,47.773,-122.371
9649,2015-03-17,468000,3,2,1370,7697,1,No,No View,Average,7,1939,98177,47.7153,-122.361
9650,2014-11-10,468000,2,2,1250,7029,1,No,No View,Good,7,1986,98033,47.6936,-122.186
9651,2014-11-12,468000,3,2,1570,6300,1,No,No View,Average,7,1953,98118,47.5565,-122.275
9652,2014-05-27,468000,2,1,1160,6000,1,No,No View,Good,7,1942,98115,47.69,-122.292
9653,2015-04-14,468000,3,2,1470,5597,2,No,No View,Average,7,1985,98029,47.5674,-122.019
9654,2015-04-13,468000,2,2,1510,4500,1,No,No View,Average,8,1978,98052,47.6644,-122.13
9655,2014-07-25,468000,3,2,1630,2490,2,No,No View,Average,7,2004,98053,47.6807,-122.031
9656,2014-08-18,468000,2,2,1480,2167,2,No,No View,Average,8,2007,98052,47.6658,-122.132
9657,2014-10-06,467500,3,2,2040,273556,1,No,No View,Average,7,1997,98070,47.4361,-122.469
9658,2014-09-29,467500,3,2,2260,8512,1,No,No View,Average,7,1948,98125,47.7129,-122.304
9659,2014-12-01,467500,4,2,3160,7210,1,No,No View,Good,7,1969,98034,47.7368,-122.183
9660,2015-01-05,467500,3,1,1830,6453,1,No,No View,Good,7,1956,98125,47.7139,-122.288
9661,2015-02-22,467500,2,2,1490,4800,1,No,No View,Good,7,1918,98136,47.5496,-122.391
9662,2015-02-13,467500,3,1,1700,4165,2,No,No View,Average,7,1918,98118,47.5569,-122.277
9663,2014-05-23,467100,3,2,1620,8645,1,No,No View,Average,7,1973,98052,47.6651,-122.151
9664,2014-10-17,467000,5,2,2500,13500,1,No,No View,Average,7,1979,98072,47.7564,-122.144
9665,2014-10-23,467000,2,2,1320,10800,1,No,No View,Good,8,1947,98177,47.7145,-122.367
9666,2015-05-11,467000,3,1,1220,8040,2,No,No View,Average,7,1965,98125,47.7133,-122.308
9667,2015-04-10,467000,4,2,2220,7210,1,No,No View,Average,7,1973,98011,47.7428,-122.183
9668,2014-11-10,467000,3,2,1690,6642,2,No,No View,Average,7,2004,98053,47.6793,-122.033
9669,2015-04-27,467000,3,2,3460,6590,2,No,No View,Average,7,2001,98056,47.4802,-122.188
9670,2014-05-15,467000,3,1,1660,6582,1,No,No View,Very Good,7,1946,98133,47.7169,-122.353
9671,2014-12-01,467000,3,2,2660,5511,1,No,No View,Average,8,1948,98108,47.5575,-122.3
9672,2015-02-04,467000,4,3,2170,5024,2,No,No View,Average,8,2012,98059,47.495,-122.145
9673,2014-10-29,467000,3,2,1990,4978,2,No,No View,Average,8,2004,98065,47.5323,-121.856
9674,2015-03-30,467000,5,2,2080,4000,1,No,No View,Good,6,1909,98144,47.5858,-122.308
9675,2015-02-03,467000,3,2,1530,3984,2,No,No View,Average,8,1995,98029,47.569,-122.007
9676,2015-03-22,467000,3,2,1840,3432,2,No,No View,Average,7,2012,98155,47.7368,-122.295
9677,2014-05-20,467000,3,2,1270,1213,2,No,No View,Average,8,2005,98107,47.6736,-122.375
9678,2014-07-11,467000,2,2,1140,1181,3,No,No View,Average,8,2007,98107,47.6713,-122.383
9679,2015-04-07,467000,3,2,1425,1179,3,No,No View,Average,8,2008,98125,47.6963,-122.318
9680,2014-09-03,467000,3,2,1420,990,3,No,No View,Average,8,2008,98103,47.6801,-122.348
9681,2014-08-14,466950,3,1,1360,3880,1,No,No View,Average,7,1963,98117,47.6837,-122.391
9682,2014-06-05,466800,3,2,1480,14250,2,No,No View,Average,7,1996,98033,47.6595,-122.186
9683,2015-03-16,466750,4,2,1730,9139,2,No,No View,Average,8,1957,98125,47.7181,-122.316
9684,2014-06-05,466500,3,1,1430,3840,1,No,No View,Average,7,1945,98117,47.6847,-122.381
9685,2015-02-10,466200,3,2,1340,8856,1,No,No View,Good,7,1959,98008,47.6094,-122.126
9686,2014-12-11,466000,3,2,1680,9460,1,No,No View,Good,7,1959,98006,47.5525,-122.182
9687,2014-12-02,466000,4,2,2170,8050,1,No,No View,Average,7,1976,98072,47.7354,-122.174
9688,2015-01-28,466000,3,2,1880,7279,1,No,No View,Average,7,1962,98155,47.7574,-122.322
9689,2015-04-29,466000,4,2,2240,4508,1,No,Average,Good,8,1926,98178,47.5096,-122.25
9690,2014-07-15,466000,2,2,1140,1058,3,No,No View,Average,7,2005,98103,47.6608,-122.333
9691,2014-06-17,465950,4,2,2340,6896,2,No,No View,Average,7,2001,98059,47.4896,-122.14
9692,2014-05-15,465750,3,2,1260,10350,1,No,No View,Average,7,1959,98008,47.6357,-122.123
9693,2014-12-18,465750,3,2,2670,4534,2,No,No View,Average,9,2007,98056,47.51,-122.184
9694,2014-06-02,465500,3,2,1890,7004,1,No,No View,Average,7,1965,98118,47.5557,-122.28
9695,2014-05-23,465425,4,3,2430,20720,1,No,No View,Average,7,1967,98072,47.775,-122.139
9696,2014-06-12,465250,5,2,1940,7642,2,No,No View,Average,7,1957,98177,47.7751,-122.38
9697,2014-09-25,465000,3,1,1100,145490,2,No,No View,Good,6,1915,98024,47.5697,-121.898
9698,2015-03-03,465000,3,2,1920,144619,1,No,No View,Average,8,2014,98022,47.2683,-121.946
9699,2014-11-12,465000,3,2,2560,117176,1,No,No View,Good,9,1977,98027,47.4655,-122.033
9700,2014-08-27,465000,4,2,3030,47958,1,No,No View,Average,8,1980,98027,47.4598,-122.004
9701,2015-01-30,465000,3,2,1840,40438,2,No,No View,Average,7,1994,98045,47.4853,-121.709
9702,2014-12-16,465000,4,2,2820,39413,2,No,No View,Good,9,1989,98092,47.3064,-122.1
9703,2014-09-25,465000,4,2,3050,32450,1,No,No View,Good,8,1983,98030,47.3626,-122.209
9704,2015-01-15,465000,2,2,1450,27075,1,No,No View,Average,7,1940,98133,47.7281,-122.353
9705,2014-12-09,465000,3,2,2870,25663,2,No,No View,Average,10,1988,98003,47.2769,-122.333
9706,2014-05-28,465000,6,3,4250,23326,1,No,Good,Average,10,1967,98003,47.34,-122.327
9707,2014-12-08,465000,4,2,1810,21650,2,No,No View,Good,7,1961,98077,47.7358,-122.076
9708,2014-05-30,465000,4,2,1820,20349,1,No,No View,Very Good,8,1977,98072,47.7415,-122.096
9709,2014-06-17,465000,2,2,1494,19271,2,Yes,Excellent,Average,7,1943,98070,47.4728,-122.497
9710,2015-04-29,465000,3,1,1150,18200,1,No,No View,Very Good,7,1959,98058,47.4262,-122.187
9711,2015-01-14,465000,3,2,2714,17936,2,No,No View,Average,9,2005,98001,47.3185,-122.275
9712,2014-11-07,465000,4,2,2590,16437,2,No,No View,Average,8,1986,98038,47.3714,-122.059
9713,2014-10-29,465000,3,3,2290,15600,1,No,No View,Average,8,1948,98001,47.3558,-122.29
9714,2015-04-09,465000,3,2,2050,15035,2,No,No View,Average,9,2006,98042,47.3619,-122.122
9715,2014-11-06,465000,3,2,1430,14250,1,No,No View,Average,7,1953,98033,47.701,-122.199
9716,2014-07-18,465000,4,2,2340,13383,1,No,No View,Average,8,1983,98074,47.6211,-122.037
9717,2015-04-20,465000,4,2,2090,12833,1,No,No View,Average,7,1969,98034,47.7266,-122.175
9718,2015-01-30,465000,5,2,1750,12491,1,No,No View,Average,6,1961,98033,47.6995,-122.174
9719,2014-10-01,465000,4,2,1730,11700,1,No,No View,Average,7,1956,98008,47.6031,-122.13
9720,2014-05-12,465000,3,2,2020,11358,1,No,No View,Good,6,1956,98033,47.6641,-122.185
9721,2014-05-06,465000,3,2,1970,11088,1,No,No View,Good,8,1967,98155,47.7651,-122.277
9722,2014-08-12,465000,4,2,3360,10810,2,No,No View,Good,9,1988,98092,47.3316,-122.203
9723,2015-04-27,465000,3,2,1490,10757,1,No,No View,Average,7,1966,98034,47.72,-122.229
9724,2015-02-09,465000,4,2,1470,10291,1,No,No View,Good,7,1963,98008,47.6316,-122.121
9725,2015-03-27,465000,5,2,2000,10246,1,No,Average,Average,7,1953,98178,47.5084,-122.246
9726,2014-11-06,465000,5,2,3020,10010,1,No,No View,Average,7,1959,98027,47.5249,-122.044
9727,2015-01-27,465000,3,2,1460,9879,1,No,No View,Average,7,1956,98008,47.6346,-122.127
9728,2014-06-11,465000,4,2,2090,9702,1,No,No View,Very Good,7,1965,98133,47.7467,-122.339
9729,2014-05-09,465000,4,2,1930,9653,1,No,No View,Good,9,1968,98023,47.3367,-122.335
9730,2014-11-13,465000,3,2,2760,9137,1,No,No View,Average,7,1960,98007,47.6079,-122.132
9731,2014-12-10,465000,5,2,1830,9000,1,No,Average,Average,7,1955,98155,47.7488,-122.292
9732,2015-03-18,465000,4,2,2210,8862,1,No,No View,Good,8,1977,98011,47.7725,-122.198
9733,2014-12-17,465000,3,2,900,8690,2,No,No View,Very Good,6,1941,98116,47.5751,-122.393
9734,2014-05-27,465000,3,2,1560,8640,1,No,No View,Very Good,7,1967,98034,47.7294,-122.186
9735,2014-09-18,465000,3,2,1560,8509,1,No,No View,Average,8,1969,98034,47.7261,-122.22
9736,2015-03-13,465000,3,2,1730,8073,1,No,No View,Average,8,1971,98177,47.7694,-122.367
9737,2014-08-13,465000,4,2,2140,7701,1,No,No View,Good,7,1977,98034,47.7213,-122.171
9738,2014-11-06,465000,4,2,2170,7700,1,No,No View,Average,7,1969,98034,47.7216,-122.219
9739,2015-01-16,465000,4,2,2550,7650,2,No,Average,Good,9,1996,98106,47.5296,-122.342
9740,2014-06-16,465000,3,2,2670,7500,1,No,No View,Good,7,1966,98166,47.4608,-122.354
9741,2014-06-06,465000,4,2,2070,7500,2,No,No View,Good,7,1977,98034,47.727,-122.217
9742,2014-09-24,465000,4,2,2100,7350,2,No,No View,Average,8,1979,98033,47.7019,-122.171
9743,2014-11-19,465000,4,2,2300,7314,1,No,No View,Good,8,1979,98133,47.7671,-122.33
9744,2014-10-17,465000,3,2,1920,7300,1,No,No View,Average,7,1961,98008,47.6078,-122.128
9745,2015-01-22,465000,5,3,2010,7264,1,No,No View,Average,7,1990,98103,47.6945,-122.33
9746,2014-09-09,465000,5,4,3210,7200,2,No,No View,Average,8,2011,98019,47.7329,-121.966
9747,2015-05-13,465000,4,2,1640,7194,2,No,No View,Good,7,1915,98011,47.7649,-122.205
9748,2015-02-21,465000,3,2,1430,7125,1,No,No View,Good,7,1984,98074,47.6256,-122.059
9749,2014-05-15,465000,3,2,1410,6886,1,No,No View,Average,7,1924,98133,47.7183,-122.353
9750,2015-05-08,465000,5,2,2330,6450,1,No,Fair,Average,8,1958,98146,47.4959,-122.367
9751,2014-12-22,465000,5,2,2550,6405,2,No,No View,Average,7,2008,98065,47.5191,-121.869
9752,2014-12-01,465000,3,2,1480,6360,1,No,No View,Average,7,1954,98133,47.7311,-122.353
9753,2014-11-03,465000,4,2,2000,6250,2,No,No View,Average,7,1930,98136,47.5532,-122.389
9754,2014-06-27,465000,4,2,3060,6000,2,No,No View,Average,9,2012,98038,47.3689,-122.058
9755,2014-05-28,465000,3,2,1840,5752,2,No,No View,Average,7,2003,98034,47.7042,-122.187
9756,2014-06-11,465000,4,2,1470,5350,1,No,No View,Average,7,1955,98125,47.7048,-122.315
9757,2014-08-19,465000,3,2,1720,5280,1,No,No View,Good,8,1943,98199,47.6493,-122.401
9758,2014-12-02,465000,3,2,1450,5175,1,No,No View,Average,8,1995,98133,47.7082,-122.338
9759,2014-05-13,465000,3,2,1270,5112,1,No,No View,Average,7,1950,98115,47.676,-122.288
9760,2015-05-01,465000,3,1,1210,4872,1,No,No View,Good,6,1949,98118,47.5551,-122.273
9761,2015-04-02,465000,3,2,1890,4808,2,No,No View,Average,8,2000,98065,47.5348,-121.866
9762,2014-06-18,465000,3,2,1510,4800,1,No,Average,Average,7,1925,98126,47.5667,-122.372
9763,2015-04-21,465000,3,2,1280,4720,1,No,No View,Good,7,1941,98126,47.5509,-122.377
9764,2015-04-22,465000,3,2,1650,4636,2,No,No View,Average,8,1999,98075,47.5997,-122.016
9765,2014-06-04,465000,3,1,910,4500,1,No,No View,Average,7,1948,98117,47.6828,-122.395
9766,2015-03-03,465000,3,2,1440,4473,2,No,No View,Average,7,2003,98053,47.6825,-122.036
9767,2014-07-23,465000,3,2,2150,4084,2,No,No View,Average,8,2007,98126,47.5488,-122.372
9768,2015-03-26,465000,2,1,1120,4000,1,No,No View,Average,7,1926,98105,47.6567,-122.327
9769,2014-10-08,465000,3,1,910,3880,1,No,No View,Average,7,1942,98117,47.6862,-122.392
9770,2014-10-30,465000,3,1,1580,3774,2,No,No View,Average,6,1900,98117,47.6839,-122.361
9771,2015-04-24,465000,3,1,930,3348,1,No,No View,Good,6,1926,98118,47.5532,-122.277
9772,2014-08-25,465000,4,3,2190,3267,2,No,No View,Average,8,2004,98072,47.7751,-122.168
9773,2014-10-24,465000,1,1,1020,3200,1,No,No View,Average,7,1927,98109,47.6361,-122.343
9774,2014-11-11,465000,4,2,2200,3141,2,No,No View,Average,7,1994,98144,47.5726,-122.305
9775,2015-04-09,465000,3,1,800,3060,2,No,No View,Good,6,1903,98117,47.6769,-122.389
9776,2014-10-27,465000,2,1,730,2600,1,No,No View,Good,6,1918,98107,47.6751,-122.379
9777,2014-11-12,465000,3,3,1510,1850,2,No,Average,Average,8,2001,98107,47.6683,-122.362
9778,2015-01-09,465000,3,2,1450,1540,2,No,No View,Average,8,2005,98107,47.6685,-122.365
9779,2014-06-17,465000,2,3,1430,1425,2,No,No View,Average,7,2006,98112,47.621,-122.298
9780,2014-10-29,465000,3,2,1590,1322,2,No,No View,Average,8,2014,98144,47.5753,-122.294
9781,2014-12-18,465000,3,2,1600,1311,3,No,No View,Average,8,2005,98117,47.6903,-122.394
9782,2014-06-05,465000,3,2,1530,1245,2,No,No View,Average,9,2014,98122,47.6018,-122.297
9783,2014-12-08,465000,2,2,1390,1222,3,No,No View,Average,7,2009,98052,47.6754,-122.121
9784,2015-04-15,465000,2,2,1120,1201,3,No,No View,Average,8,1999,98103,47.6524,-122.353
9785,2014-08-12,465000,2,2,1220,1120,2,No,No View,Average,8,2008,98199,47.6374,-122.388
9786,2014-07-11,464950,4,2,2230,64438,1,No,No View,Good,7,1978,98027,47.4754,-122.007
9787,2015-05-12,464950,4,2,2350,36116,1,No,No View,Good,9,1983,98042,47.3533,-122.082
9788,2015-03-19,464950,3,2,2190,19800,1,No,No View,Average,7,1994,98146,47.5106,-122.365
9789,2015-04-23,464950,4,2,1640,6000,2,No,No View,Average,7,2011,98106,47.559,-122.365
9790,2014-07-28,464950,3,2,1200,890,2,No,No View,Average,8,2008,98109,47.6384,-122.342
9791,2014-06-27,464900,4,2,2020,8424,1,No,No View,Good,7,1979,98034,47.7262,-122.233
9792,2014-10-05,464625,4,3,2040,8996,1,No,No View,Good,8,1974,98033,47.666,-122.185
9793,2014-05-23,464600,3,2,1120,5500,2,No,No View,Good,7,1925,98136,47.5445,-122.391
9794,2015-01-21,464550,3,2,1690,10500,1,No,No View,Good,7,1967,98033,47.7018,-122.165
9795,2015-02-17,464500,5,2,2940,13425,1,No,No View,Average,8,1955,98155,47.7632,-122.29
9796,2014-08-01,464500,4,2,1750,11381,1,No,No View,Good,7,1947,98155,47.7425,-122.321
9797,2014-06-24,464500,3,2,1150,10466,1,No,No View,Very Good,7,1959,98006,47.5531,-122.177
9798,2014-10-16,464050,2,1,780,2750,1,No,No View,Good,7,1928,98116,47.5842,-122.388
9799,2014-05-19,464000,3,2,1630,28600,1,No,No View,Average,8,1967,98072,47.7742,-122.14
9800,2015-02-05,464000,4,2,2220,15232,1,No,No View,Average,9,1978,98072,47.7449,-122.103
9801,2015-03-24,464000,4,2,3140,12591,2,No,No View,Average,9,1993,98042,47.3826,-122.146
9802,2014-05-13,464000,5,2,3400,8970,1,No,No View,Good,8,1959,98133,47.7358,-122.335
9803,2014-06-11,464000,4,2,2180,7203,2,No,No View,Good,8,1989,98059,47.5119,-122.151
9804,2015-01-21,464000,3,2,1630,6550,1,No,No View,Very Good,7,1912,98126,47.5452,-122.379
9805,2014-08-11,464000,3,2,2460,5400,1,No,No View,Good,8,2001,98056,47.5231,-122.202
9806,2015-02-26,464000,3,2,1770,5146,2,No,No View,Average,8,1992,98029,47.5704,-121.999
9807,2014-12-05,464000,2,3,730,5000,1,No,No View,Average,7,1929,98126,47.5381,-122.374
9808,2014-08-07,464000,3,2,1690,4898,2,No,No View,Average,7,2003,98053,47.6834,-122.038
9809,2015-05-06,464000,2,2,1230,4800,2,No,No View,Average,7,1952,98133,47.7145,-122.35
9810,2014-06-19,464000,3,1,1320,3625,2,No,No View,Average,7,1900,98122,47.6049,-122.288
9811,2014-07-17,464000,6,3,2300,3404,2,No,No View,Average,7,1920,98133,47.7067,-122.343
9812,2015-03-30,464000,5,2,2000,3000,2,No,No View,Average,6,1931,98122,47.6028,-122.298
9813,2015-05-04,463828,5,2,3250,13702,1,No,Average,Average,8,1965,98055,47.4883,-122.225
9814,2015-03-31,463800,3,2,980,7770,1,No,No View,Good,7,1968,98033,47.6923,-122.201
9815,2014-09-30,463500,1,1,1090,8750,1,No,No View,Good,6,1924,98118,47.54,-122.269
9816,2014-06-05,463000,3,2,1640,29970,2,No,No View,Average,7,1992,98053,47.6359,-121.974
9817,2014-09-09,463000,3,2,2190,17108,2,No,No View,Average,8,1991,98019,47.7321,-121.964
9818,2015-04-21,463000,3,2,2020,11095,1,No,No View,Good,7,1975,98034,47.7351,-122.183
9819,2015-01-16,463000,4,2,2680,9928,1,No,No View,Good,8,1974,98027,47.5219,-122.052
9820,2015-01-06,463000,3,1,1250,7700,1,No,No View,Good,7,1955,98007,47.5974,-122.149
9821,2014-05-02,463000,3,2,1710,7320,1,No,No View,Average,7,1948,98155,47.7512,-122.281
9822,2014-07-09,463000,4,2,1980,6660,2,No,No View,Good,7,1974,98034,47.7158,-122.167
9823,2014-12-18,463000,4,3,1900,6000,1,No,Average,Average,7,1961,98178,47.495,-122.229
9824,2014-08-22,463000,2,1,1250,5650,2,No,Fair,Good,7,1943,98126,47.5495,-122.377
9825,2015-02-03,463000,3,2,1590,5009,2,No,No View,Good,6,1985,98125,47.7012,-122.322
9826,2014-05-09,463000,2,1,1150,4400,1,No,No View,Good,7,1905,98112,47.6226,-122.292
9827,2014-07-30,463000,3,2,2010,4195,2,No,No View,Average,8,1998,98034,47.732,-122.197
9828,2014-08-20,462608,3,2,2010,2778,2,No,No View,Average,8,2014,98029,47.5528,-121.999
9829,2014-11-11,462600,3,2,1430,11761,1,No,No View,Good,8,1964,98052,47.6686,-122.157
9830,2014-08-22,462600,3,2,1320,4000,1,No,No View,Good,6,1940,98118,47.5515,-122.262
9831,2015-04-14,462550,2,2,1070,1276,3,No,No View,Average,8,2006,98107,47.6719,-122.39
9832,2015-04-13,462500,3,2,1656,108900,1,No,No View,Good,7,1985,98070,47.3758,-122.425
9833,2014-08-21,462500,3,2,2350,51400,1,No,No View,Average,7,1977,98077,47.7417,-122.053
9834,2014-11-18,462500,2,2,1540,7290,2,No,No View,Average,7,1948,98136,47.551,-122.395
9835,2014-09-10,462500,4,1,1540,4500,2,No,No View,Fair- Badly worn,7,1905,98116,47.587,-122.384
9836,2014-09-30,462500,2,2,1690,4200,2,No,No View,Average,7,1906,98112,47.621,-122.303
9837,2015-03-02,462500,6,3,2390,4000,2,No,No View,Average,7,2014,98118,47.5173,-122.286
9838,2014-12-22,462370,2,2,1860,2670,2,No,No View,Good,8,1986,98006,47.5436,-122.187
9839,2015-01-14,462000,4,2,2640,47480,1,No,No View,Good,8,1979,98038,47.4258,-122.021
9840,2014-05-19,462000,5,2,1250,10530,1,No,No View,Good,7,1966,98007,47.6101,-122.138
9841,2014-07-29,462000,5,2,2840,10220,1,No,No View,Good,7,1954,98177,47.764,-122.36
9842,2015-03-21,462000,4,2,2060,6958,1,No,No View,Average,7,1974,98034,47.7251,-122.168
9843,2014-06-07,462000,4,2,3070,6432,2,No,No View,Average,9,2006,98055,47.4487,-122.205
9844,2014-05-19,462000,3,2,1710,4500,2,No,No View,Average,8,1928,98118,47.5366,-122.268
9845,2015-04-02,462000,5,2,1380,4300,2,No,No View,Average,7,1916,98103,47.6647,-122.337
9846,2014-11-05,462000,3,3,1890,2614,2,No,No View,Good,9,1979,98008,47.6102,-122.114
9847,2014-05-23,462000,3,2,1300,2580,1,No,No View,Very Good,7,1919,98115,47.674,-122.319
9848,2015-04-23,461550,3,2,2090,11895,1,No,No View,Average,7,1954,98118,47.5362,-122.267
9849,2015-03-27,461500,5,3,2820,3275,2,No,No View,Average,8,2006,98118,47.5339,-122.284
9850,2014-08-29,461100,2,2,1210,1267,2,No,No View,Average,8,2010,98117,47.6783,-122.376
9851,2014-06-30,461000,3,2,3600,8666,2,No,No View,Good,6,1948,98033,47.6893,-122.167
9852,2014-07-29,461000,4,1,1260,8505,2,No,No View,Very Good,7,1951,98177,47.7181,-122.371
9853,2014-08-14,461000,3,2,1850,7923,1,No,No View,Good,7,1977,98033,47.7011,-122.171
9854,2015-04-10,461000,4,3,1700,7495,1,No,No View,Good,7,1964,98133,47.7589,-122.354
9855,2014-05-19,461000,2,1,1060,7193,1,No,No View,Average,7,1926,98133,47.7102,-122.356
9856,2014-06-18,461000,3,3,2770,6278,2,No,No View,Average,9,2006,98056,47.5228,-122.199
9857,2014-08-20,461000,3,2,1420,5170,1,No,No View,Good,7,1963,98007,47.6151,-122.145
9858,2015-02-19,461000,3,2,1690,3026,2,No,No View,Average,7,2002,98053,47.6885,-122.043
9859,2015-02-23,461000,3,2,1270,1416,3,No,No View,Average,8,2007,98115,47.6988,-122.317
9860,2015-04-03,461000,3,2,1620,998,2,No,No View,Average,8,2012,98027,47.5394,-122.027
9861,2014-10-07,460940,4,2,3202,4964,2,No,No View,Average,9,2014,98030,47.3412,-122.179
9862,2014-07-16,460500,3,1,1490,10650,1,No,No View,Average,7,1963,98033,47.663,-122.178
9863,2015-02-18,460500,4,2,2170,7533,2,No,No View,Average,8,1991,98059,47.5057,-122.149
9864,2014-09-29,460458,4,2,3284,6516,2,No,No View,Average,8,2014,98092,47.3393,-122.181
9865,2015-01-13,460000,4,2,1960,190357,1,No,Good,Fair- Badly worn,8,1971,98027,47.5538,-121.958
9866,2014-10-28,460000,4,3,2230,108900,1,No,No View,Average,7,1978,98065,47.52,-121.845
9867,2014-05-28,460000,4,3,2230,52983,2,No,No View,Average,8,1991,98030,47.3577,-122.195
9868,2014-09-03,460000,3,2,2080,50965,1,No,No View,Average,8,1979,98077,47.7506,-122.063
9869,2014-09-24,460000,3,2,2390,47480,2,No,No View,Average,9,2007,98058,47.4517,-122.084
9870,2014-12-31,460000,3,2,2720,40813,2,No,No View,Average,8,2001,98001,47.2619,-122.271
9871,2015-05-06,460000,2,2,1880,40575,1,No,No View,Average,9,1987,98024,47.5614,-121.899
9872,2014-11-20,460000,4,2,2090,40419,1,No,No View,Good,7,1984,98027,47.4691,-121.993
9873,2014-12-01,460000,4,2,2690,36114,2,No,No View,Good,9,1986,98092,47.3106,-122.116
9874,2014-06-27,460000,4,2,2110,35091,1,No,No View,Good,8,1985,98027,47.467,-122.014
9875,2015-04-16,460000,3,2,2930,29136,2,No,No View,Average,8,1990,98010,47.3102,-122.042
9876,2014-05-26,460000,2,2,2730,19877,1,No,No View,Good,8,1976,98019,47.7698,-121.898
9877,2014-06-26,460000,4,2,2550,19017,1,No,No View,Good,7,1961,98155,47.7682,-122.284
9878,2014-11-12,460000,4,2,2080,17532,2,No,No View,Average,9,1996,98059,47.4835,-122.136
